State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttrakhand,Dehradoon,Vikasnagar,Cucumbar(Kheera),Other,FAQ,28/03/2025,600,800,800
Uttrakhand,Dehradoon,Vikasnagar,Kinnow,Other,Medium,28/03/2025,1900,2200,2200
Uttrakhand,Dehradoon,Vikasnagar,Potato,Other,Non-FAQ,28/03/2025,400,500,500
Uttrakhand,Dehradoon,Vikasnagar,Tomato,Other,Non-FAQ,28/03/2025,400,600,600
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Cauliflower,Other,FAQ,28/03/2025,1000,1400,1200
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1700,1900,1800
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Grapes,Other,Medium,28/03/2025,2800,3000,2900
Uttrakhand,"Garhwal (Pauri)",Kotadwara,"Peas cod","Peas cod",FAQ,28/03/2025,1200,1400,1300
Uttrakhand,Haridwar,"Haridwar Union",Banana,Other,Medium,28/03/2025,1400,1600,1500
Uttrakhand,Haridwar,"Haridwar Union","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,4500,5300,5000
Uttrakhand,Haridwar,"Haridwar Union","Bottle gourd","Bottle Gourd",FAQ,28/03/2025,800,1000,900
Uttrakhand,Haridwar,"Haridwar Union",Carrot,Other,FAQ,28/03/2025,1000,1200,1100
Uttrakhand,Haridwar,"Haridwar Union",Garlic,Average,FAQ,28/03/2025,6000,7000,6500
Uttrakhand,Haridwar,Manglaur,Banana,Other,Medium,28/03/2025,1000,1100,1050
Uttrakhand,Haridwar,Manglaur,"Bottle gourd",Other,FAQ,28/03/2025,500,600,550
Uttrakhand,Haridwar,Manglaur,Chikoos(Sapota),Other,Medium,28/03/2025,2100,2300,2200
Uttrakhand,Haridwar,Manglaur,Grapes,Other,Medium,28/03/2025,2800,3000,2900
Uttrakhand,Haridwar,Manglaur,"Green Chilli","Green Chilly",FAQ,28/03/2025,2400,2600,2500
Uttrakhand,Haridwar,Roorkee,Beans,"Beans (Whole)",FAQ,28/03/2025,400,600,500
Uttrakhand,Haridwar,Roorkee,Carrot,Other,FAQ,28/03/2025,300,500,400
Uttrakhand,Nanital,Haldwani,Cauliflower,Other,FAQ,28/03/2025,400,600,500
Uttrakhand,Nanital,Haldwani,"Green Chilli",Other,FAQ,28/03/2025,1500,2000,1800
Uttrakhand,UdhamSinghNagar,Bazpur,Potato,Other,FAQ,28/03/2025,700,720,712
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Cucumbar(Kheera),Other,FAQ,28/03/2025,800,1000,900
Uttrakhand,UdhamSinghNagar,Jaspur(UC),"Jack Fruit",Other,Medium,28/03/2025,2000,2200,2133
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Raddish,Other,FAQ,28/03/2025,600,700,650
Uttrakhand,UdhamSinghNagar,Kashipur,Banana,Other,Medium,28/03/2025,1700,1900,1800
Uttrakhand,UdhamSinghNagar,Kashipur,Onion,Other,FAQ,28/03/2025,1400,1600,1500
Uttrakhand,UdhamSinghNagar,Khateema,Carrot,Other,FAQ,28/03/2025,1300,1500,1400
Uttrakhand,UdhamSinghNagar,Khateema,Cucumbar(Kheera),Other,FAQ,28/03/2025,1000,1200,1100
Uttrakhand,UdhamSinghNagar,Kicchha,"Green Chilli",Other,FAQ,28/03/2025,1100,1400,1200
Uttrakhand,UdhamSinghNagar,Rudrapur,Banana,"Banana - Ripe",Medium,28/03/2025,2000,3000,2500
Uttrakhand,UdhamSinghNagar,Rudrapur,"Bitter gourd",Other,FAQ,28/03/2025,4000,6000,5000
Uttrakhand,UdhamSinghNagar,Rudrapur,Ginger(Dry),Other,FAQ,28/03/2025,4000,5000,4500
Uttrakhand,UdhamSinghNagar,Rudrapur,"Green Peas",Other,FAQ,28/03/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Pumpkin,Other,FAQ,28/03/2025,1000,1500,1200
Uttrakhand,UdhamSinghNagar,Sitarganj,Cabbage,Other,FAQ,28/03/2025,400,600,500
Uttrakhand,UdhamSinghNagar,Sitarganj,Onion,Other,Non-FAQ,28/03/2025,1500,1800,1600
Uttrakhand,UdhamSinghNagar,Sitarganj,Paddy(Dhan)(Common),Other,Non-FAQ,28/03/2025,2000,2180,2080
"West Bengal",Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,28/03/2025,1000,1050,1020
"West Bengal",Bankura,"Indus(Bankura Sadar)","Green Chilli","Green Chilly",FAQ,28/03/2025,3800,4200,4000
"West Bengal",Bankura,"Indus(Bankura Sadar)",Rice,Fine,FAQ,28/03/2025,4500,4600,4550
"West Bengal",Bankura,"Indus(Bankura Sadar)","Sweet Pumpkin","Sweet Pumpkin",FAQ,28/03/2025,1200,1350,1300
"West Bengal",Bankura,Khatra,"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,800,1200,1000
"West Bengal",Bankura,Khatra,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1800,2400,2000
"West Bengal",Birbhum,Birbhum,Brinjal,Brinjal,FAQ,28/03/2025,3100,3300,3200
"West Bengal",Birbhum,Birbhum,"Mustard Oil","Mustard Oil",FAQ,28/03/2025,14700,14900,14800
"West Bengal",Birbhum,Birbhum,Paddy(Dhan)(Common),Common,FAQ,28/03/2025,2300,2350,2320
"West Bengal",Coochbehar,Haldibari,Brinjal,Brinjal,FAQ,28/03/2025,1600,1800,1700
"West Bengal",Coochbehar,Haldibari,Cauliflower,Cauliflower,FAQ,28/03/2025,875,1000,900
"West Bengal","Dakshin Dinajpur",Balurghat,Brinjal,Round/Long,FAQ,28/03/2025,1900,2100,2000
"West Bengal","Dakshin Dinajpur",Balurghat,"Green Chilli",Other,FAQ,28/03/2025,4900,5100,5000
"West Bengal",Darjeeling,Siliguri,Potato,Other,FAQ,28/03/2025,930,950,940
"West Bengal",Hooghly,Pandua,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,2400,2800,2650
"West Bengal",Hooghly,Pandua,Onion,"Dry F.A.Q.",FAQ,28/03/2025,1600,1950,1800
"West Bengal",Howrah,Ramkrishanpur(Howrah),"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,28/03/2025,12800,13200,13000
"West Bengal",Howrah,Ramkrishanpur(Howrah),"Green Chilli",Other,FAQ,28/03/2025,4000,6000,5000
"West Bengal",Howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,28/03/2025,1800,3000,2300
"West Bengal",Howrah,Ramkrishanpur(Howrah),Tomato,Other,FAQ,28/03/2025,1500,2000,1800
"West Bengal",Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,28/03/2025,850,920,900
"West Bengal",Jalpaiguri,Dhupguri,Brinjal,Round/Long,FAQ,28/03/2025,2100,2200,2200
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Brinjal,Round/Long,FAQ,28/03/2025,2000,2200,2100
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Cabbage,Other,FAQ,28/03/2025,350,400,400
"West Bengal",Jalpaiguri,Moynaguri,Cauliflower,Other,FAQ,28/03/2025,550,600,600
"West Bengal",Jalpaiguri,Moynaguri,Onion,Nasik,FAQ,28/03/2025,2400,2600,2500
"West Bengal",Jalpaiguri,Moynaguri,Tomato,Local,FAQ,28/03/2025,250,300,300
"West Bengal",Jhargram,Jhargram,Rice,Fine,FAQ,28/03/2025,4200,4600,4400
"West Bengal",Kolkata,Mechua,Apple,Apple,Medium,28/03/2025,11000,12000,12000
"West Bengal",Kolkata,Mechua,"Mousambi(Sweet Lime)",Other,Large,28/03/2025,8000,8500,8000
"West Bengal",Kolkata,Mechua,"Mousambi(Sweet Lime)",Other,Medium,28/03/2025,7000,7400,7000
"West Bengal",Kolkata,Mechua,Orange,Other,Small,28/03/2025,5600,6000,6000
"West Bengal",Kolkata,Mechua,Pomegranate,Other,Small,28/03/2025,11000,12000,12000
"West Bengal",Malda,"English Bazar","Lentil (Masur)(Whole)","Masur Dal",FAQ,28/03/2025,8500,9500,9000
"West Bengal",Malda,Samsi,Onion,Onion,FAQ,28/03/2025,2200,2700,2400
"West Bengal",Medinipur(E),Kolaghat,Rice,Common,FAQ,28/03/2025,3700,3900,3800
"West Bengal",Medinipur(E),Kolaghat,Rose(Local),"Rose (Local)",FAQ,28/03/2025,16000,18000,17000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)","Betal Leaves",Local,FAQ,28/03/2025,3500,10500,6500
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)",Brinjal,Brinjal,FAQ,28/03/2025,2800,3200,3000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)",Potato,Jyoti,FAQ,28/03/2025,1100,1200,1150
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)","Sweet Pumpkin","Sweet Pumpkin",FAQ,28/03/2025,1600,2000,1800
"West Bengal",Medinipur(W),Ghatal,Cauliflower,"African Sarson",FAQ,28/03/2025,800,950,900
"West Bengal",Medinipur(W),Ghatal,"Sweet Pumpkin",Other,FAQ,28/03/2025,1200,1400,1300
"West Bengal",Murshidabad,Beldanga,Rice,Other,FAQ,28/03/2025,3650,3750,3700
"West Bengal",Nadia,Chakdah,"Green Chilli",Other,FAQ,28/03/2025,4600,4800,4700
"West Bengal",Nadia,Kalyani,Cauliflower,Cauliflower,FAQ,28/03/2025,900,1100,1000
"West Bengal",Nadia,Kalyani,Rice,Other,FAQ,28/03/2025,2950,3350,3150
"West Bengal",Nadia,Ranaghat,Brinjal,Other,FAQ,28/03/2025,3500,3700,3600
"West Bengal",Nadia,Ranaghat,Potato,Jyoti,FAQ,28/03/2025,1195,1210,1200
"West Bengal","North 24 Parganas",Barasat,"Green Chilli",Other,FAQ,28/03/2025,4500,4500,4500
"West Bengal","North 24 Parganas",Barasat,Onion,Other,FAQ,28/03/2025,1800,1800,1800
"West Bengal","North 24 Parganas",Habra,"Green Chilli",Other,FAQ,28/03/2025,2800,3000,3000
"West Bengal","Paschim Bardhaman",Asansol,"Masur Dal","Masur Dal",FAQ,28/03/2025,9500,9700,9600
"West Bengal","Paschim Bardhaman",Asansol,Mustard,Other,FAQ,28/03/2025,6050,6200,6100
"West Bengal","Paschim Bardhaman",Asansol,Mustard,Other,Non-FAQ,28/03/2025,5600,5850,5700
"West Bengal","Paschim Bardhaman",Asansol,Peas(Dry),Other,FAQ,28/03/2025,6750,7000,6800
"West Bengal","Paschim Bardhaman",Durgapur,Potato,Jyoti,Non-FAQ,28/03/2025,1060,1120,1100
"West Bengal","Purba Bardhaman",Guskara,Brinjal,Other,FAQ,28/03/2025,2800,3200,3000
"West Bengal","Purba Bardhaman",Guskara,Potato,Jyoti,FAQ,28/03/2025,1060,1100,1080
"West Bengal","Purba Bardhaman",Kalna,Potato,Jyoti,FAQ,28/03/2025,1050,1080,1060
"West Bengal","Purba Bardhaman",Katwa,Jute,TD-5,FAQ,28/03/2025,5500,5700,5600
"West Bengal",Puruliya,Purulia,Brinjal,Other,FAQ,28/03/2025,1000,1500,1200
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Brinjal,Brinjal,FAQ,28/03/2025,4100,4300,4200
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Rice,"Super Fine",FAQ,28/03/2025,5350,5450,5400
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Fish,Katla(Big),FAQ,28/03/2025,16000,17000,16500
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Tomato,Tomato,FAQ,28/03/2025,600,800,700
"Andhra Pradesh",Anantapur,Hindupur,"Tamarind Fruit","Non A/c Flower",FAQ,28/03/2025,4100,12500,7500
"Andhra Pradesh",Anantapur,Kalyandurg,"Tamarind Fruit","Non A/c Flower",FAQ,28/03/2025,7000,12500,8500
"Andhra Pradesh",Chittor,Palamaner,Cabbage,Cabbage,FAQ,28/03/2025,600,1000,800
"Andhra Pradesh",Chittor,Palamaner,"Green Chilli","Green Chilly",FAQ,28/03/2025,3000,5000,4000
"Andhra Pradesh",Cuddapah,Cuddapah,Groundnut,Local,Non-FAQ,28/03/2025,3599,6189,5797
"Andhra Pradesh","East Godavari",Rajahmundry,"Karbuja(Musk Melon)",Karbhuja,Medium,28/03/2025,2600,3200,2900
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Chakkarakeli(White),Large,28/03/2025,2500,3400,2900
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Desi(Bontha),Large,28/03/2025,1700,2200,1900
"Andhra Pradesh",Krishna,Tiruvuru,Paddy(Dhan)(Common),Sona,Non-FAQ,28/03/2025,2500,2700,2600
"Andhra Pradesh",Kurnool,Adoni,Cotton,Bunny,FAQ,28/03/2025,5080,7729,7469
"Andhra Pradesh",Kurnool,Nandyal,Jowar(Sorghum),"Jowar (Yellow)",Non-FAQ,28/03/2025,2000,2000,2000
"Andhra Pradesh",Kurnool,Nandyal,Maize,"Deshi Red",Non-FAQ,28/03/2025,2000,2200,2200
"Andhra Pradesh",Visakhapatnam,Chintapally,Turmeric,Finger,FAQ,28/03/2025,9500,10500,10000
Bihar,Samastipur,Tajpur,Onion,Medium,FAQ,28/03/2025,2500,2600,2600
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,FAQ,28/03/2025,300,500,400
Goa,"North Goa",Mapusa,Banana,Other,Medium,28/03/2025,2500,3500,3000
Goa,"North Goa",Mapusa,"Green Chilli","Green Chilly",FAQ,28/03/2025,3700,3700,3700
Goa,"North Goa",Mapusa,Onion,Onion,FAQ,28/03/2025,2500,2500,2500
Goa,"North Goa",Mapusa,Papaya,Papaya,Medium,28/03/2025,1500,1500,1500
Goa,"North Goa",Valpol,Cashewnuts,Local(Raw),FAQ,28/03/2025,16200,16200,16200
Gujarat,Ahmedabad,Viramgam,"Castor Seed","Castor seed",FAQ,28/03/2025,6105,6140,6125
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3450,4550,4000
Gujarat,Anand,"Anand(Veg,Yard,Anand)","Bottle gourd","Bottle Gourd",FAQ,28/03/2025,750,1000,900
Gujarat,Anand,Borsad,Wheat,Other,FAQ,28/03/2025,2425,2450,2437.5
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Brinjal,Other,FAQ,28/03/2025,500,1000,750
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Onion,Other,FAQ,28/03/2025,1500,2500,2000
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)","Bottle gourd",Other,FAQ,28/03/2025,500,850,675
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Cabbage,Other,FAQ,28/03/2025,200,400,300
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Chikoos(Sapota),Other,Medium,28/03/2025,4000,4950,4475
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Onion,Other,FAQ,28/03/2025,1800,2400,2100
Gujarat,Bharuch,Ankleshwar,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3000,5000,4000
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,28/03/2025,200,500,300
Gujarat,Bharuch,Ankleshwar,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1500,2200,2000
Gujarat,Bharuch,Ankleshwar,"Green Chilli","Green Chilly",FAQ,28/03/2025,1500,3000,2000
Gujarat,Bharuch,Jambusar,"Castor Seed",Other,FAQ,28/03/2025,5200,5600,5400
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,28/03/2025,6700,7100,6900
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,28/03/2025,2700,3300,3000
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,28/03/2025,1800,2200,2000
Gujarat,Bhavnagar,Taleja,"Corriander seed",Other,FAQ,28/03/2025,4000,6575,5290
Gujarat,Bhavnagar,Taleja,"Cummin Seed(Jeera)",Other,FAQ,28/03/2025,18000,19350,18675
Gujarat,"Chhota Udaipur",Bodeliu,"Arhar (Tur/Red Gram)(Whole)",Hybrid,FAQ,28/03/2025,7200,7550,7400
Gujarat,"Chhota Udaipur","Hadad    ","Arhar (Tur/Red Gram)(Whole)",Other,FAQ,28/03/2025,7200,7550,7400
Gujarat,"Chhota Udaipur","Modasar        ",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,28/03/2025,7000,7450,7200
Gujarat,Dahod,Dahod,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,28/03/2025,5450,5475,5465
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),"Paddy Coarse",Non-FAQ,28/03/2025,1775,1800,1785
Gujarat,Dahod,"Dahod(Veg. Market)","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,2000,4000,3300
Gujarat,Dahod,"Dahod(Veg. Market)",Brinjal,Brinjal,FAQ,28/03/2025,400,2500,1800
Gujarat,Dahod,"Dahod(Veg. Market)",Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,700,1500,1400
Gujarat,Dahod,"Dahod(Veg. Market)",Drumstick,Other,FAQ,28/03/2025,1000,2500,1800
Gujarat,Dahod,"Dahod(Veg. Market)",Ginger(Green),"Green Ginger",FAQ,28/03/2025,2500,4000,3500
Gujarat,Dahod,"Dahod(Veg. Market)","Green Chilli","Green Chilly",FAQ,28/03/2025,1000,1200,1000
Gujarat,Dahod,"Dahod(Veg. Market)",Lemon,Other,FAQ,28/03/2025,10000,13000,12000
Gujarat,Dahod,"Dahod(Veg. Market)",Pumpkin,Pumpkin,FAQ,28/03/2025,400,2000,1700
Gujarat,Dahod,Limkheda,Maize,Other,FAQ,28/03/2025,2350,2550,2450
Gujarat,Dahod,Zalod(Sanjeli),Wheat,Other,FAQ,28/03/2025,2450,2500,2500
Gujarat,Junagarh,Mangrol,Wheat,"Rajasthan Tukdi",FAQ,28/03/2025,2575,2600,2590
Gujarat,Kachchh,Bhuj,"Castor Seed","Castor seed",FAQ,28/03/2025,6025,6075,6050
Gujarat,Kachchh,Bhuj,"Isabgul (Psyllium)","Isabgul (Psyllium)",FAQ,28/03/2025,11000,12827,11913
Gujarat,Kachchh,Bhuj,Onion,Small,FAQ,28/03/2025,1000,2000,1500
Gujarat,Kachchh,Rapar,Mataki,"Mataki (W)",FAQ,28/03/2025,4170,0,4170
Gujarat,Kachchh,Rapar,Mustard,"Big 100 Kg",Non-FAQ,28/03/2025,5100,5255,5175
Gujarat,Kheda,Kapadvanj,Wheat,Other,FAQ,28/03/2025,2350,2500,2425
Gujarat,Kheda,Kathlal,Wheat,"147 Average",FAQ,28/03/2025,2300,2450,2400
Gujarat,Kheda,Nadiad,Tomato,Other,FAQ,28/03/2025,750,850,800
Gujarat,Kheda,Nadiyad(Chaklasi),Brinjal,Brinjal,FAQ,28/03/2025,300,400,350
Gujarat,Kheda,Nadiyad(Chaklasi),Potato,Potato,FAQ,28/03/2025,1150,1300,1200
Gujarat,Kheda,Nadiyad(Piplag),Coriander(Leaves),Coriander,FAQ,28/03/2025,700,800,750
Gujarat,Kheda,Nadiyad(Piplag),Onion,Onion,Non-FAQ,28/03/2025,1200,1400,1300
Gujarat,Kheda,Nadiyad(Piplag),Potato,Potato,Non-FAQ,28/03/2025,700,850,750
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cabbage,Cabbage,FAQ,28/03/2025,200,750,350
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Lemon,Lemon,FAQ,28/03/2025,7000,11500,9500
Gujarat,Navsari,Bilimora,Brinjal,Other,FAQ,28/03/2025,400,600,500
Gujarat,Navsari,Bilimora,Cauliflower,Other,FAQ,28/03/2025,500,1000,800
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,28/03/2025,700,1000,850
Gujarat,Navsari,Navsari,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,5000,5500,5250
Gujarat,Panchmahals,Gogamba(Similiya),Maize,"Deshi Red",FAQ,28/03/2025,2400,2500,2450
Gujarat,Porbandar,Porbandar,Ginger(Green),"Green Ginger",FAQ,28/03/2025,4000,5000,4500
Gujarat,Porbandar,Porbandar,"Green Chilli","Green Chilly",FAQ,28/03/2025,1500,2500,2000
Gujarat,Porbandar,Porbandar,Orange,Darjeeling,Large,28/03/2025,3000,10000,6500
Gujarat,Porbandar,Porbandar,Potato,"(Red Nanital)",Non-FAQ,28/03/2025,750,1250,1000
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,2500,5500,4000
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cabbage,Cabbage,FAQ,28/03/2025,150,400,275
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cauliflower,Cauliflower,FAQ,28/03/2025,300,2000,1150
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Potato,Potato,FAQ,28/03/2025,140,300,220
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3500,5000,4250
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Brinjal,Brinjal,FAQ,28/03/2025,1500,3000,2250
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Lemon,Lemon,FAQ,28/03/2025,6000,13000,9500
Gujarat,Sabarkantha,Khedbrahma,Maize,Other,FAQ,28/03/2025,2500,2575,2537
Gujarat,Sabarkantha,Vadali,Cotton,Other,Non-FAQ,28/03/2025,6500,7590,7045
Gujarat,Surat,Bardoli(Katod),"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,1000,2100,1650
Gujarat,Surat,Mahuva(Anaval),"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,2100,2250,2200
Gujarat,Surat,Mandvi,Paddy(Dhan)(Common),Other,Non-FAQ,28/03/2025,2000,2025,2012
Gujarat,Surat,Mandvi,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,28/03/2025,9000,9000,9000
Gujarat,Surat,Surat,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,2000,4500,3250
Gujarat,Surat,Surat,"Bitter gourd",Other,FAQ,28/03/2025,2000,4500,3250
Gujarat,Surat,Surat,Capsicum,Other,FAQ,28/03/2025,1500,3000,2250
Gujarat,Surat,Surat,"Cluster beans",Other,FAQ,28/03/2025,4500,8500,6500
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,28/03/2025,5500,6300,5900
Gujarat,Surat,Surat,Ginger(Green),Other,FAQ,28/03/2025,2000,3000,2500
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,28/03/2025,3000,5500,4250
Gujarat,Surat,Surat,"Papaya (Raw)",Other,FAQ,28/03/2025,1000,1700,1350
Gujarat,Surat,Surat,"Peas cod",Other,FAQ,28/03/2025,4500,6000,5250
Gujarat,Surat,Surat,Potato,Other,FAQ,28/03/2025,400,1500,950
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,28/03/2025,2000,4500,3250
Gujarat,Surat,Surat,"Yam (Ratalu)",Other,FAQ,28/03/2025,3000,5500,4250
Gujarat,Surat,Vyra,"Arhar (Tur/Red Gram)(Whole)",Desi(Whole),Non-FAQ,28/03/2025,6750,7000,6875
Gujarat,Surat,Vyra,"Bengal Gram(Gram)(Whole)","Average (Whole)",Non-FAQ,28/03/2025,4750,6000,5375
Gujarat,Surendranagar,Vadhvan,"Banana - Green","Banana - Green",FAQ,28/03/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Guar,Gwar,FAQ,28/03/2025,7000,7500,7250
Gujarat,Surendranagar,Vadhvan,"Peas Wet","Peas Wet",FAQ,28/03/2025,5500,6500,6000
Gujarat,Surendranagar,Vadhvan,Spinach,Spinach,FAQ,28/03/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Water Melon","Water Melon",Medium,28/03/2025,500,1000,750
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,FAQ,28/03/2025,1150,1750,1450
Gujarat,Vadodara(Baroda),Padra,"Pegeon Pea (Arhar Fali)",Other,FAQ,28/03/2025,4500,5500,5000
Gujarat,Vadodara(Baroda),Padra,"Surat Beans (Papadi)",Other,FAQ,28/03/2025,4500,5000,4750
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,28/03/2025,300,600,450
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),Brinjal,Other,FAQ,28/03/2025,500,800,700
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),"Indian Beans (Seam)",Other,FAQ,28/03/2025,4000,4500,4300
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),Methi(Leaves),Other,FAQ,28/03/2025,1800,2000,1900
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),"Peas Wet",Other,FAQ,28/03/2025,5500,6000,5800
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),"Pegeon Pea (Arhar Fali)",Other,FAQ,28/03/2025,4000,4500,4300
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),"Surat Beans (Papadi)",Other,FAQ,28/03/2025,2500,3500,3050
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura),"Sweet Potato",Other,FAQ,28/03/2025,1500,2000,1800
Haryana,Ambala,"Ambala Cantt.",Apple,Apple,Medium,28/03/2025,5000,8500,7500
Haryana,Ambala,"Ambala Cantt.",Banana,Other,Medium,28/03/2025,1700,2400,2200
Haryana,Ambala,"Ambala Cantt.",Carrot,Carrot,FAQ,28/03/2025,500,600,560
Haryana,Ambala,"Ambala Cantt.",Garlic,Other,FAQ,28/03/2025,4000,6800,5500
Haryana,Ambala,"Ambala Cantt.",Grapes,Black,Medium,28/03/2025,4000,6000,5500
Haryana,Ambala,Barara,Cabbage,Other,FAQ,28/03/2025,500,500,500
Haryana,Ambala,Naraingarh,Apple,Other,Medium,28/03/2025,8000,9000,8300
Haryana,Ambala,Naraingarh,"Banana - Green",Other,FAQ,28/03/2025,1700,3100,2800
Haryana,Ambala,Naraingarh,Chikoos(Sapota),Sapota,Medium,28/03/2025,3000,4500,3500
Haryana,Ambala,Naraingarh,"Green Chilli","Green Chilly",FAQ,28/03/2025,2500,5000,3500
Haryana,Ambala,Naraingarh,Guava,Guava,Medium,28/03/2025,4500,4500,4500
Haryana,Ambala,Naraingarh,Methi(Leaves),Methi,FAQ,28/03/2025,800,1500,1000
Haryana,Ambala,Naraingarh,Potato,Potato,FAQ,28/03/2025,410,1300,530
Haryana,Ambala,Naraingarh,Raddish,Raddish,FAQ,28/03/2025,400,1000,600
Haryana,Ambala,Naraingarh,Spinach,Spinach,FAQ,28/03/2025,500,1200,1000
Haryana,Ambala,Naraingarh,Tomato,Tomato,FAQ,28/03/2025,500,1000,700
Haryana,Ambala,Shahzadpur,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1000,1400,1200
Haryana,Ambala,Shahzadpur,"Green Chilli","Green Chilly",FAQ,28/03/2025,5500,5500,5500
Haryana,Ambala,Shahzadpur,"Green Peas","Green Peas",FAQ,28/03/2025,2000,3500,2000
Haryana,Ambala,Shahzadpur,Onion,Local,FAQ,28/03/2025,1000,1000,1000
Haryana,Bhiwani,Tosham,Mustard,Other,FAQ,28/03/2025,5500,5950,5950
Haryana,Faridabad,Ballabhgarh,"Jack Fruit","Jack Fruit",Medium,28/03/2025,1500,2000,1500
